rgi_id,lake_terminating_level,image_id,image_date,inventory_doi,contributor,comments
RGI2000-v7.0-G-15-00140,4,NA,NA,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-00141,4,NA,NA,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-00142,4,NA,NA,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-00143,4,NA,NA,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-00144,4,NA,NA,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-00145,4,NA,NA,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-00146,4,NA,NA,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-00147,4,NA,NA,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-00148,4,NA,NA,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-00149,4,NA,NA,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-00150,0,NA,NA,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-00151,4,NA,NA,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-00152,4,NA,NA,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-00153,4,NA,NA,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-00154,4,NA,NA,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-00155,4,NA,NA,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-00156,4,NA,NA,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-00157,4,NA,NA,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-00158,4,NA,NA,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-00159,4,NA,NA,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-00160,4,NA,NA,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-00161,4,NA,NA,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-00162,4,NA,NA,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-00163,4,NA,NA,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-00164,4,NA,NA,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-00165,4,NA,NA,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-00166,4,NA,NA,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-00167,4,NA,NA,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-00168,4,NA,NA,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-00169,4,NA,NA,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-00170,4,NA,NA,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-00171,4,NA,NA,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-00172,4,NA,NA,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-00173,4,NA,NA,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-00174,4,NA,NA,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-00175,4,NA,NA,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-00176,4,NA,NA,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-00177,4,NA,NA,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-00178,4,NA,NA,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-00179,4,NA,NA,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-00180,4,NA,NA,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-00181,4,NA,NA,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-00182,4,NA,NA,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-00183,4,NA,NA,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-00184,4,NA,NA,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-00185,4,NA,NA,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-00186,4,NA,NA,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-00187,4,NA,NA,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-00188,4,NA,NA,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-00189,4,NA,NA,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-00190,4,NA,NA,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-00191,4,NA,NA,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-00192,4,NA,NA,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-00193,4,NA,NA,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-00194,4,NA,NA,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-00195,4,NA,NA,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-00196,4,NA,NA,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-00197,4,NA,NA,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-00198,4,NA,NA,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-00199,4,NA,NA,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-00200,4,NA,NA,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-00201,4,NA,NA,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-00202,4,NA,NA,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-00203,4,NA,NA,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-00204,4,NA,NA,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-00205,4,NA,NA,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-00206,4,NA,NA,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-00207,4,NA,NA,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-00208,4,NA,NA,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-00209,4,NA,NA,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-00210,4,NA,NA,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-00211,4,NA,NA,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-00212,4,NA,NA,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-00213,0,NA,NA,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-00214,0,NA,NA,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-00215,0,NA,NA,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-00216,0,NA,NA,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-00217,0,NA,NA,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-00218,0,NA,NA,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-00219,0,NA,NA,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-00220,0,NA,NA,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-00221,0,NA,NA,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-00222,0,NA,NA,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-00223,0,NA,NA,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-00224,0,NA,NA,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-00225,0,NA,NA,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-00226,4,NA,NA,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-00227,4,NA,NA,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-00228,4,NA,NA,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-00229,4,NA,NA,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-00230,4,NA,NA,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-00231,4,NA,NA,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-00232,4,NA,NA,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-00233,4,NA,NA,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-00234,4,NA,NA,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-00235,4,NA,NA,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-00236,4,NA,NA,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-00237,4,NA,NA,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-00238,4,NA,NA,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-00239,4,NA,NA,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-00240,4,NA,NA,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-00241,4,NA,NA,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-00242,4,NA,NA,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-00243,4,NA,NA,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-00244,4,NA,NA,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-00245,4,NA,NA,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-00246,4,NA,NA,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-00247,4,NA,NA,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-00248,4,NA,NA,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-00249,4,NA,NA,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-00250,4,NA,NA,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-00251,4,NA,NA,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-00252,4,NA,NA,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-00253,4,NA,NA,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-00254,4,NA,NA,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-00255,4,NA,NA,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-00256,4,NA,NA,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-00257,4,NA,NA,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-00258,4,NA,NA,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-00259,4,NA,NA,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-00260,4,NA,NA,doi:10.5194/essd-12-2169-2020,Steiner,NA
RGI2000-v7.0-G-15-00261,4,NA,NA,doi:10.5194/essd-12-2169-2020,Steiner,NA
