rgi_id,auto_term,lake_level,image_id,image_date,inventory_doi,contributor,notes
RGI2000-v7.0-G-06-00321,9,0,LE07_L1TP_217015_20000923_20200917_02_T1,2000-09-23,https://doi.org/10.5067/UO20NYM3YQB4,McNabb,
RGI2000-v7.0-G-06-00322,9,0,LE07_L1TP_217015_20000923_20200917_02_T1,2000-09-23,https://doi.org/10.5067/UO20NYM3YQB4,McNabb,
RGI2000-v7.0-G-06-00323,9,0,LE07_L1TP_217015_20000923_20200917_02_T1,2000-09-23,https://doi.org/10.5067/UO20NYM3YQB4,McNabb,
RGI2000-v7.0-G-06-00324,9,0,LE07_L1TP_217015_20000923_20200917_02_T1,2000-09-23,https://doi.org/10.5067/UO20NYM3YQB4,McNabb,
RGI2000-v7.0-G-06-00325,9,0,LE07_L1TP_217015_20000923_20200917_02_T1,2000-09-23,https://doi.org/10.5067/UO20NYM3YQB4,McNabb,
RGI2000-v7.0-G-06-00326,9,0,LE07_L1TP_217015_20000923_20200917_02_T1,2000-09-23,https://doi.org/10.5067/UO20NYM3YQB4,McNabb,
RGI2000-v7.0-G-06-00327,9,0,LE07_L1TP_217015_20000923_20200917_02_T1,2000-09-23,https://doi.org/10.5067/UO20NYM3YQB4,McNabb,
RGI2000-v7.0-G-06-00332,9,0,LE07_L1TP_217014_20000923_20200918_02_T1,2000-09-23,https://doi.org/10.5067/UO20NYM3YQB4,McNabb,
RGI2000-v7.0-G-06-00333,9,0,LE07_L1TP_217014_20000923_20200918_02_T1,2000-09-23,https://doi.org/10.5067/UO20NYM3YQB4,McNabb,
RGI2000-v7.0-G-06-00334,9,0,LE07_L1TP_217014_20000923_20200918_02_T1,2000-09-23,https://doi.org/10.5067/UO20NYM3YQB4,McNabb,
RGI2000-v7.0-G-06-00335,9,0,LE07_L1TP_217014_20000923_20200918_02_T1,2000-09-23,https://doi.org/10.5067/UO20NYM3YQB4,McNabb,
RGI2000-v7.0-G-06-00336,9,0,LE07_L1TP_217014_20000923_20200918_02_T1,2000-09-23,https://doi.org/10.5067/UO20NYM3YQB4,McNabb,
RGI2000-v7.0-G-06-00337,9,0,LE07_L1TP_217014_20000923_20200918_02_T1,2000-09-23,https://doi.org/10.5067/UO20NYM3YQB4,McNabb,
